image_path,magnification,orientation,detected_step_um,um_per_pixel,intercept_um,n_ticks,x_start_px,x_end_px,detected_span_px,detected_span_um,residual_sd_um,residual_max_abs_um,full_scale_predicted_px,full_scale_visible,full_scale_consistency_percent,status,reason
C:\Users\Korisnik\Desktop\RMS-TracInd-analysis\images\calibration\stage_micrometer_0.002mm_20x.bmp,20X,horizontal,10.0,0.24390243902439024,-72.6829268292683,11,298.0,708.0,410.0,100.0,0.0,0.0,410.0,True,100.0,reliable,11 ticks fitted as 10 um lattice using fixed_ruler_band; span covers 100.0% of configured 100 um scale
C:\Users\Korisnik\Desktop\RMS-TracInd-analysis\images\calibration\stage_micrometer_0.002mm_50x.bmp,50X,horizontal,2.0,0.09764880041517762,-1.9568205503188327,51,20.0,1044.0,1024.0,100.0,0.03215041933175665,0.07650099368126462,1024.078120517873,True,100.0,reliable,51 ticks fitted as 2 um lattice using fixed_ruler_band; span covers 100.0% of configured 100 um scale
