series_id,method,serial_number,hardness_scale_raw,hardness_scale,hardness_level,applied_force_n,ball_diameter_mm,magnification,n_positions,excel_rows,picture_ids,manual_dimension_mean_from_individual_um,manual_dimension_sd_from_individual_um,manual_hardness_mean_from_individual,manual_hardness_sd_from_individual,manual_series_mean_dimension_um,manual_series_mean_hardness,manual_expanded_uncertainty,manual_relative_expanded_uncertainty,automatic_dimension_mean_from_individual_um,automatic_dimension_sd_from_individual_um,automatic_hardness_mean_from_individual,automatic_hardness_sd_from_individual,automatic_series_mean_dimension_um,automatic_series_mean_hardness,automatic_expanded_uncertainty,automatic_relative_expanded_uncertainty,manual_standard_uncertainty,automatic_standard_uncertainty,en_numerator,en_denominator,en,abs_en,en_classification
Vickers|SN=293-250|scale=HV 3|F=29.43N|mag=20X,Vickers,293-250,HV 3,HV 3,3,29.43,,20X,3,"3,4,5",293-250_160_HV_3_1_20X,184.55616666666666,0.6166760359648734,163.59233333333333,0.7199863424630556,184.55616666666666,163.59233333333333,2.536343880391079,1.5504051007225763,184.5995,0.20798136935793063,163.24066666666667,0.4058131754062869,184.5995,163.24066666666667,2.078115781453364,1.2730380387975408,1.2681719401955396,1.039057890726682,-0.35166666666665947,3.2789640865253165,-0.10724931941518058,0.10724931941518058,satisfactory screening result
Vickers|SN=293-250|scale=HV 50|F=490.5N|mag=20X,Vickers,293-250,HV 50,HV 50,50,490.5,,20X,3,"33,34,35",,756.2575,2.7340092812571206,162.1,1.1532562594670857,756.2575,162.1,6.9688714625615775,4.299118730759764,756.645,2.873364795844793,162.03333333333333,1.250333288900737,756.645,162.03333333333333,7.300092025215836,4.505302628193275,3.4844357312807888,3.650046012607918,-0.06666666666666288,10.09239877523302,-0.006605631441185659,0.006605631441185659,satisfactory screening result
Vickers|SN=294-367|scale=HV 100|F=981N|mag=20X,Vickers,294-367,HV 100,HV 100,100,981.0,,20X,3,"51,52,53",,781.4813333333332,0.2645214232029707,303.6666666666667,0.23094010767587,781.4813333333332,303.6666666666667,3.4297305030488667,1.1294392435945773,781.7035,0.24270506793230529,303.5,0.19999999999998863,781.7035,303.5,3.3930863802520514,1.1179856277601488,1.7148652515244334,1.6965431901260257,-0.16666666666668561,4.824529666961931,-0.03454568179112012,0.03454568179112012,satisfactory screening result
Vickers|SN=294-367|scale=HV 20|F=196.2N|mag=20X,Vickers,294-367,HV 20,HV 20,20,196.2,,20X,3,"21,22,23",,349.19599999999997,0.35864362534416205,304.09,0.6248847893812371,349.19599999999997,304.09,3.798406277765244,1.2491059481618088,349.4751666666666,0.36651273283933045,303.6046666666667,0.6367961473920508,349.4751666666666,303.6046666666667,3.808153495754465,1.254313228306042,1.899203138882622,1.9040767478772325,-0.4853333333333012,5.378654413344789,-0.09023322489899294,0.09023322489899294,satisfactory screening result
Vickers|SN=294-367|scale=HV 3|F=29.43N|mag=20X,Vickers,294-367,HV 3,HV 3,3,29.43,,20X,3,"6,7,8",294-367_300_HV_3_1_20X,135.06199999999998,0.2846976466358858,304.9003333333333,1.2964201993695375,135.06199999999998,304.9003333333333,4.231866456585793,1.38795074781348,135.09083333333334,0.3326568552327366,304.4983333333334,1.5102365156932658,135.09083333333334,304.4983333333334,4.300884581348949,1.412449301205463,2.1159332282928967,2.1504422906744747,-0.40199999999992997,6.033763492917263,-0.06662508407427933,0.06662508407427933,satisfactory screening result
Vickers|SN=294-367|scale=HV 50|F=490.5N|mag=20X,Vickers,294-367,HV 50,HV 50,50,490.5,,20X,3,"36,37,38",,551.6933333333334,0.43959195094239495,304.6333333333334,0.47258156262525003,551.6933333333334,304.6333333333334,3.866439485960346,1.2692109046811506,551.7326666666667,0.4336004305041436,304.56666666666666,0.4618802153517072,551.7326666666667,304.56666666666666,3.850968128150784,1.2644089290196292,1.933219742980173,1.925484064075392,-0.06666666666671972,5.457042222910362,-0.012216630171346724,0.012216630171346724,satisfactory screening result
Vickers|SN=294-481|scale=HV 100|F=981N|mag=20X,Vickers,294-481,HV 100,HV 100,100,981.0,,20X,3,"54,55,56",,605.7116666666667,0.7088152674240176,505.4666666666667,1.1930353445448882,605.7116666666667,505.4666666666667,7.689477957589094,1.5212631147960487,605.5448333333334,0.9251257121782445,505.7333333333333,1.5275252316519465,605.5448333333334,505.7333333333333,8.955038972727902,1.7707037251637032,3.844738978794547,4.477519486363951,0.26666666666659467,11.803422989257149,0.02259231639070298,0.02259231639070298,satisfactory screening result
Vickers|SN=294-481|scale=HV 20|F=196.2N|mag=20X,Vickers,294-481,HV 20,HV 20,20,196.2,,20X,3,"24,25,26",294_481_503_HV_20_1_20X,270.09549999999996,0.3533797532400315,508.28399999999993,1.3283613966086347,270.09549999999996,508.28399999999993,6.497027380054938,1.2782277978561076,269.91833333333335,0.2894021135605649,508.95099999999996,1.0906067118810556,269.91833333333335,508.95099999999996,6.312982898154519,1.240391098191087,3.248513690027469,3.1564914490772593,0.66700000000003,9.05897995635132,0.07362859871793746,0.07362859871793746,satisfactory screening result
Vickers|SN=294-481|scale=HV 3|F=29.43N|mag=20X,Vickers,294-481,HV 3,HV 3,3,29.43,,20X,3,"9,10,11",294_481_503_HV_3_1_20X,103.873,0.17281565322620387,515.499,1.7125650352613928,103.873,515.499,7.414384294119623,1.4382926628605723,104.22816666666667,0.22259061825092818,511.9953333333333,2.1799087901408365,104.22816666666667,511.9953333333333,7.437905978595195,1.4527292524662065,3.7071921470598115,3.7189529892975974,-3.5036666666667315,10.502168338362791,-0.3336136456571907,0.3336136456571907,satisfactory screening result
Vickers|SN=294-481|scale=HV 50|F=490.5N|mag=20X,Vickers,294-481,HV 50,HV 50,50,490.5,,20X,3,"39,40,41",,426.5371666666667,0.19549062211096052,509.59999999999997,0.45825756949560137,426.5371666666667,509.59999999999997,5.811610962038745,1.1404260129589374,426.8151666666666,0.3608234794651522,508.9333333333334,0.8621678104251681,426.8151666666666,508.9333333333334,6.262378442535745,1.2304909174487315,2.9058054810193723,3.1311892212678725,-0.6666666666665719,8.543547608085609,-0.07803159732329916,0.07803159732329916,satisfactory screening result
