pair_mean,difference,manual,automatic,method,representation,source_index,series_id,magnification,hardness_scale,hardness_level,applied_force_n,ball_diameter_mm,serial_number
42.38675,-0.07450000000000045,42.424,42.3495,Micro-Vickers,absolute,76,Micro-Vickers|SN=711-246|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,711-246
42.73825,0.4864999999999924,42.495000000000005,42.9815,Micro-Vickers,absolute,77,Micro-Vickers|SN=711-246|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,711-246
35.07625,-0.27649999999999864,35.2145,34.938,Micro-Vickers,absolute,78,Micro-Vickers|SN=710-106|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,710-106
35.2705,0.09100000000000108,35.225,35.316,Micro-Vickers,absolute,79,Micro-Vickers|SN=710-106|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,710-106
34.83275,-0.15349999999999397,34.909499999999994,34.756,Micro-Vickers,absolute,80,Micro-Vickers|SN=710-106|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,710-106
30.866999999999997,0.12900000000000134,30.8025,30.9315,Micro-Vickers,absolute,81,Micro-Vickers|SN=709-293|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,709-293
30.79475,0.054500000000004434,30.7675,30.822000000000003,Micro-Vickers,absolute,82,Micro-Vickers|SN=709-293|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,709-293
30.55475,-0.11449999999999605,30.612,30.497500000000002,Micro-Vickers,absolute,83,Micro-Vickers|SN=709-293|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,709-293
134.053,0.2699999999999818,133.918,134.188,Micro-Vickers,absolute,84,Micro-Vickers|SN=711-081|scale=HV 1|F=9.81N|mag=20X,20X,HV 1,1,9.81,,711-081
134.2715,0.10900000000000887,134.21699999999998,134.326,Micro-Vickers,absolute,85,Micro-Vickers|SN=711-081|scale=HV 1|F=9.81N|mag=20X,20X,HV 1,1,9.81,,711-081
133.45625,0.003500000000002501,133.4545,133.458,Micro-Vickers,absolute,86,Micro-Vickers|SN=711-081|scale=HV 1|F=9.81N|mag=20X,20X,HV 1,1,9.81,,711-081
77.623,-0.21299999999999386,77.7295,77.51650000000001,Micro-Vickers,absolute,87,Micro-Vickers|SN=706-437|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,706-437
75.44375,-0.44950000000000045,75.6685,75.219,Micro-Vickers,absolute,88,Micro-Vickers|SN=706-437|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,706-437
76.419,-0.42199999999999704,76.63,76.208,Micro-Vickers,absolute,89,Micro-Vickers|SN=706-437|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,706-437
60.91225,0.02049999999999841,60.902,60.9225,Micro-Vickers,absolute,90,Micro-Vickers|SN=711-246|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,711-246
60.2545,-0.6300000000000097,60.569500000000005,59.939499999999995,Micro-Vickers,absolute,91,Micro-Vickers|SN=711-246|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,711-246
60.02575,-0.11350000000000193,60.0825,59.969,Micro-Vickers,absolute,92,Micro-Vickers|SN=711-246|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,711-246
50.48675,-0.36249999999999716,50.668,50.3055,Micro-Vickers,absolute,93,Micro-Vickers|SN=710-106|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,710-106
50.197,-0.27900000000000347,50.3365,50.0575,Micro-Vickers,absolute,94,Micro-Vickers|SN=710-106|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,710-106
49.879,-0.33100000000000307,50.0445,49.713499999999996,Micro-Vickers,absolute,95,Micro-Vickers|SN=710-106|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,710-106
44.696,-0.8100000000000023,45.101,44.291,Micro-Vickers,absolute,96,Micro-Vickers|SN=709-293|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,709-293
44.58975,-0.8434999999999917,45.0115,44.168000000000006,Micro-Vickers,absolute,97,Micro-Vickers|SN=709-293|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,709-293
44.95925,-0.5215000000000032,45.22,44.698499999999996,Micro-Vickers,absolute,98,Micro-Vickers|SN=709-293|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,709-293
190.0435,0.20199999999999818,189.9425,190.1445,Micro-Vickers,absolute,99,Micro-Vickers|SN=711-081|scale=HV 2|F=19.62N|mag=20X,20X,HV 2,2,19.62,,711-081
187.80925,0.4245000000000232,187.59699999999998,188.0215,Micro-Vickers,absolute,100,Micro-Vickers|SN=711-081|scale=HV 2|F=19.62N|mag=20X,20X,HV 2,2,19.62,,711-081
190.60825,0.40149999999999864,190.4075,190.809,Micro-Vickers,absolute,101,Micro-Vickers|SN=711-081|scale=HV 2|F=19.62N|mag=20X,20X,HV 2,2,19.62,,711-081
108.59525,0.04749999999999943,108.5715,108.619,Micro-Vickers,absolute,102,Micro-Vickers|SN=706-437|scale=HV 2|F=19.62N|mag=20X,20X,HV 2,2,19.62,,706-437
107.93,-0.060000000000002274,107.96000000000001,107.9,Micro-Vickers,absolute,103,Micro-Vickers|SN=706-437|scale=HV 2|F=19.62N|mag=20X,20X,HV 2,2,19.62,,706-437
107.67575,0.09149999999999636,107.63,107.72149999999999,Micro-Vickers,absolute,104,Micro-Vickers|SN=706-437|scale=HV 2|F=19.62N|mag=20X,20X,HV 2,2,19.62,,706-437
84.6175,-0.10899999999999466,84.672,84.563,Micro-Vickers,absolute,105,Micro-Vickers|SN=711-246|scale=HV 2|F=19.62N|mag=50X,50X,HV 2,2,19.62,,711-246
85.024,-0.060000000000002274,85.054,84.994,Micro-Vickers,absolute,106,Micro-Vickers|SN=711-246|scale=HV 2|F=19.62N|mag=50X,50X,HV 2,2,19.62,,711-246
85.04475,-0.01850000000000307,85.054,85.0355,Micro-Vickers,absolute,107,Micro-Vickers|SN=711-246|scale=HV 2|F=19.62N|mag=50X,50X,HV 2,2,19.62,,711-246
70.78075,-0.041500000000013415,70.8015,70.75999999999999,Micro-Vickers,absolute,108,Micro-Vickers|SN=710-106|scale=HV 2|F=19.62N|mag=50X,50X,HV 2,2,19.62,,710-106
70.71025,-0.3464999999999918,70.8835,70.537,Micro-Vickers,absolute,109,Micro-Vickers|SN=710-106|scale=HV 2|F=19.62N|mag=50X,50X,HV 2,2,19.62,,710-106
70.55525,-0.3534999999999968,70.732,70.3785,Micro-Vickers,absolute,110,Micro-Vickers|SN=710-106|scale=HV 2|F=19.62N|mag=50X,50X,HV 2,2,19.62,,710-106
63.70325,0.08749999999999858,63.6595,63.747,Micro-Vickers,absolute,111,Micro-Vickers|SN=709-293|scale=HV 2|F=19.62N|mag=50X,50X,HV 2,2,19.62,,709-293
63.24825,-0.013499999999993406,63.254999999999995,63.2415,Micro-Vickers,absolute,112,Micro-Vickers|SN=709-293|scale=HV 2|F=19.62N|mag=50X,50X,HV 2,2,19.62,,709-293
62.69775,-0.32450000000000045,62.86,62.5355,Micro-Vickers,absolute,113,Micro-Vickers|SN=709-293|scale=HV 2|F=19.62N|mag=50X,50X,HV 2,2,19.62,,709-293
44.2965,0.3679748964365056,44.215,44.378,Micro-Vickers,relative_percent,60,Micro-Vickers|SN=710-404|scale=HV 0.05|F=0.4905N|mag=50X,50X,HV 0.05,0.05,0.4905,,710-404
43.64575,0.19818653591701577,43.6025,43.689,Micro-Vickers,relative_percent,61,Micro-Vickers|SN=710-404|scale=HV 0.05|F=0.4905N|mag=50X,50X,HV 0.05,0.05,0.4905,,710-404
42.269999999999996,0.37851904423942206,42.19,42.35,Micro-Vickers,relative_percent,62,Micro-Vickers|SN=710-404|scale=HV 0.05|F=0.4905N|mag=50X,50X,HV 0.05,0.05,0.4905,,710-404
28.6085,0.11185486830836999,28.5925,28.6245,Micro-Vickers,relative_percent,63,Micro-Vickers|SN=711-081|scale=HV 0.05|F=0.4905N|mag=50X,50X,HV 0.05,0.05,0.4905,,711-081
29.128500000000003,0.3158418730796378,29.0825,29.174500000000002,Micro-Vickers,relative_percent,64,Micro-Vickers|SN=711-081|scale=HV 0.05|F=0.4905N|mag=50X,50X,HV 0.05,0.05,0.4905,,711-081
28.65525,0.26347702428001196,28.6175,28.692999999999998,Micro-Vickers,relative_percent,65,Micro-Vickers|SN=711-081|scale=HV 0.05|F=0.4905N|mag=50X,50X,HV 0.05,0.05,0.4905,,711-081
20.872999999999998,0.2970344464140333,20.842,20.904,Micro-Vickers,relative_percent,66,Micro-Vickers|SN=710-655|scale=HV 0.05|F=0.4905N|mag=50X,50X,HV 0.05,0.05,0.4905,,710-655
20.74725,-0.14700743472026398,20.7625,20.732,Micro-Vickers,relative_percent,67,Micro-Vickers|SN=710-655|scale=HV 0.05|F=0.4905N|mag=50X,50X,HV 0.05,0.05,0.4905,,710-655
20.982,0.37174721189592486,20.942999999999998,21.021,Micro-Vickers,relative_percent,68,Micro-Vickers|SN=710-655|scale=HV 0.05|F=0.4905N|mag=50X,50X,HV 0.05,0.05,0.4905,,710-655
94.4515,0.16198789855109935,94.375,94.52799999999999,Micro-Vickers,relative_percent,69,Micro-Vickers|SN=711-081|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,711-081
93.23349999999999,0.2574182026846519,93.1135,93.3535,Micro-Vickers,relative_percent,70,Micro-Vickers|SN=711-081|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,711-081
94.22575,0.04085931924128923,94.2065,94.245,Micro-Vickers,relative_percent,71,Micro-Vickers|SN=711-081|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,711-081
53.95525,-0.2122128986521362,54.0125,53.897999999999996,Micro-Vickers,relative_percent,72,Micro-Vickers|SN=706-437|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,706-437
53.792500000000004,0.19891248780034262,53.739000000000004,53.846000000000004,Micro-Vickers,relative_percent,73,Micro-Vickers|SN=706-437|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,706-437
54.1895,0.2601980088393607,54.119,54.260000000000005,Micro-Vickers,relative_percent,74,Micro-Vickers|SN=706-437|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,706-437
42.971000000000004,0.3769984408089319,42.89,43.05200000000001,Micro-Vickers,relative_percent,75,Micro-Vickers|SN=711-246|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,711-246
42.38675,-0.17576247294260697,42.424,42.3495,Micro-Vickers,relative_percent,76,Micro-Vickers|SN=711-246|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,711-246
42.73825,1.138324568741098,42.495000000000005,42.9815,Micro-Vickers,relative_percent,77,Micro-Vickers|SN=711-246|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,711-246
35.07625,-0.7882826698977189,35.2145,34.938,Micro-Vickers,relative_percent,78,Micro-Vickers|SN=710-106|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,710-106
35.2705,0.2580059823365166,35.225,35.316,Micro-Vickers,relative_percent,79,Micro-Vickers|SN=710-106|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,710-106
34.83275,-0.44067723622164195,34.909499999999994,34.756,Micro-Vickers,relative_percent,80,Micro-Vickers|SN=710-106|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,710-106
30.866999999999997,0.4179220526776212,30.8025,30.9315,Micro-Vickers,relative_percent,81,Micro-Vickers|SN=709-293|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,709-293
30.79475,0.17697821868988847,30.7675,30.822000000000003,Micro-Vickers,relative_percent,82,Micro-Vickers|SN=709-293|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,709-293
30.55475,-0.37473715216127135,30.612,30.497500000000002,Micro-Vickers,relative_percent,83,Micro-Vickers|SN=709-293|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,709-293
134.053,0.20141287401250388,133.918,134.188,Micro-Vickers,relative_percent,84,Micro-Vickers|SN=711-081|scale=HV 1|F=9.81N|mag=20X,20X,HV 1,1,9.81,,711-081
134.2715,0.0811788056289003,134.21699999999998,134.326,Micro-Vickers,relative_percent,85,Micro-Vickers|SN=711-081|scale=HV 1|F=9.81N|mag=20X,20X,HV 1,1,9.81,,711-081
133.45625,0.0026225823069376676,133.4545,133.458,Micro-Vickers,relative_percent,86,Micro-Vickers|SN=711-081|scale=HV 1|F=9.81N|mag=20X,20X,HV 1,1,9.81,,711-081
77.623,-0.2744032052355537,77.7295,77.51650000000001,Micro-Vickers,relative_percent,87,Micro-Vickers|SN=706-437|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,706-437
75.44375,-0.5958081352000669,75.6685,75.219,Micro-Vickers,relative_percent,88,Micro-Vickers|SN=706-437|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,706-437
76.419,-0.5522186890694684,76.63,76.208,Micro-Vickers,relative_percent,89,Micro-Vickers|SN=706-437|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,706-437
60.91225,0.03365497088023905,60.902,60.9225,Micro-Vickers,relative_percent,90,Micro-Vickers|SN=711-246|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,711-246
60.2545,-1.0455650615306902,60.569500000000005,59.939499999999995,Micro-Vickers,relative_percent,91,Micro-Vickers|SN=711-246|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,711-246
60.02575,-0.1890855174654243,60.0825,59.969,Micro-Vickers,relative_percent,92,Micro-Vickers|SN=711-246|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,711-246
50.48675,-0.718010170985451,50.668,50.3055,Micro-Vickers,relative_percent,93,Micro-Vickers|SN=710-106|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,710-106
50.197,-0.5558101081738022,50.3365,50.0575,Micro-Vickers,relative_percent,94,Micro-Vickers|SN=710-106|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,710-106
49.879,-0.6636059263417532,50.0445,49.713499999999996,Micro-Vickers,relative_percent,95,Micro-Vickers|SN=710-106|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,710-106
44.696,-1.8122427062824467,45.101,44.291,Micro-Vickers,relative_percent,96,Micro-Vickers|SN=709-293|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,709-293
44.58975,-1.8916903548461061,45.0115,44.168000000000006,Micro-Vickers,relative_percent,97,Micro-Vickers|SN=709-293|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,709-293
44.95925,-1.15993927834651,45.22,44.698499999999996,Micro-Vickers,relative_percent,98,Micro-Vickers|SN=709-293|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,709-293
190.0435,0.10629145432492992,189.9425,190.1445,Micro-Vickers,relative_percent,99,Micro-Vickers|SN=711-081|scale=HV 2|F=19.62N|mag=20X,20X,HV 2,2,19.62,,711-081
187.80925,0.22602720579525407,187.59699999999998,188.0215,Micro-Vickers,relative_percent,100,Micro-Vickers|SN=711-081|scale=HV 2|F=19.62N|mag=20X,20X,HV 2,2,19.62,,711-081
190.60825,0.21064145964301054,190.4075,190.809,Micro-Vickers,relative_percent,101,Micro-Vickers|SN=711-081|scale=HV 2|F=19.62N|mag=20X,20X,HV 2,2,19.62,,711-081
108.59525,0.043740403010260054,108.5715,108.619,Micro-Vickers,relative_percent,102,Micro-Vickers|SN=706-437|scale=HV 2|F=19.62N|mag=20X,20X,HV 2,2,19.62,,706-437
107.93,-0.05559158713981494,107.96000000000001,107.9,Micro-Vickers,relative_percent,103,Micro-Vickers|SN=706-437|scale=HV 2|F=19.62N|mag=20X,20X,HV 2,2,19.62,,706-437
107.67575,0.08497735098199583,107.63,107.72149999999999,Micro-Vickers,relative_percent,104,Micro-Vickers|SN=706-437|scale=HV 2|F=19.62N|mag=20X,20X,HV 2,2,19.62,,706-437
84.6175,-0.1288149614441394,84.672,84.563,Micro-Vickers,relative_percent,105,Micro-Vickers|SN=711-246|scale=HV 2|F=19.62N|mag=50X,50X,HV 2,2,19.62,,711-246
85.024,-0.0705683101242029,85.054,84.994,Micro-Vickers,relative_percent,106,Micro-Vickers|SN=711-246|scale=HV 2|F=19.62N|mag=50X,50X,HV 2,2,19.62,,711-246
85.04475,-0.021753253434225007,85.054,85.0355,Micro-Vickers,relative_percent,107,Micro-Vickers|SN=711-246|scale=HV 2|F=19.62N|mag=50X,50X,HV 2,2,19.62,,711-246
70.78075,-0.05863176075417881,70.8015,70.75999999999999,Micro-Vickers,relative_percent,108,Micro-Vickers|SN=710-106|scale=HV 2|F=19.62N|mag=50X,50X,HV 2,2,19.62,,710-106
70.71025,-0.4900279662425063,70.8835,70.537,Micro-Vickers,relative_percent,109,Micro-Vickers|SN=710-106|scale=HV 2|F=19.62N|mag=50X,50X,HV 2,2,19.62,,710-106
70.55525,-0.5010257918439759,70.732,70.3785,Micro-Vickers,relative_percent,110,Micro-Vickers|SN=710-106|scale=HV 2|F=19.62N|mag=50X,50X,HV 2,2,19.62,,710-106
63.70325,0.1373556294223585,63.6595,63.747,Micro-Vickers,relative_percent,111,Micro-Vickers|SN=709-293|scale=HV 2|F=19.62N|mag=50X,50X,HV 2,2,19.62,,709-293
63.24825,-0.02134446407607073,63.254999999999995,63.2415,Micro-Vickers,relative_percent,112,Micro-Vickers|SN=709-293|scale=HV 2|F=19.62N|mag=50X,50X,HV 2,2,19.62,,709-293
62.69775,-0.5175624324636856,62.86,62.5355,Micro-Vickers,relative_percent,113,Micro-Vickers|SN=709-293|scale=HV 2|F=19.62N|mag=50X,50X,HV 2,2,19.62,,709-293
3.7909039745859614,0.003679753116526019,44.215,44.378,Micro-Vickers,log_ratio,60,Micro-Vickers|SN=710-404|scale=HV 0.05|F=0.4905N|mag=50X,50X,HV 0.05,0.05,0.4905,,710-404
3.77610542116462,0.0019818660078665395,43.6025,43.689,Micro-Vickers,log_ratio,61,Micro-Vickers|SN=710-404|scale=HV 0.05|F=0.4905N|mag=50X,50X,HV 0.05,0.05,0.4905,,710-404
3.7440758236171554,0.003785194961816174,42.19,42.35,Micro-Vickers,log_ratio,62,Micro-Vickers|SN=710-404|scale=HV 0.05|F=0.4905N|mag=50X,50X,HV 0.05,0.05,0.4905,,710-404
3.3537037200730877,0.0011185487997065202,28.5925,28.6245,Micro-Vickers,log_ratio,63,Micro-Vickers|SN=711-081|scale=HV 0.05|F=0.4905N|mag=50X,50X,HV 0.05,0.05,0.4905,,711-081
3.371715829386982,0.0031584213563964347,29.0825,29.174500000000002,Micro-Vickers,log_ratio,64,Micro-Vickers|SN=711-081|scale=HV 0.05|F=0.4905N|mag=50X,50X,HV 0.05,0.05,0.4905,,711-081
3.355335804694004,0.00263477176701965,28.6175,28.692999999999998,Micro-Vickers,log_ratio,65,Micro-Vickers|SN=711-081|scale=HV 0.05|F=0.4905N|mag=50X,50X,HV 0.05,0.05,0.4905,,711-081
3.0384553548942734,0.002970346648075939,20.842,20.904,Micro-Vickers,log_ratio,66,Micro-Vickers|SN=710-655|scale=HV 0.05|F=0.4905N|mag=50X,50X,HV 0.05,0.05,0.4905,,710-655
3.0324134376334366,-0.0014700746119533648,20.7625,20.732,Micro-Vickers,log_ratio,67,Micro-Vickers|SN=710-655|scale=HV 0.05|F=0.4905N|mag=50X,50X,HV 0.05,0.05,0.4905,,710-655
3.0436631998564403,0.0037174764001326466,20.942999999999998,21.021,Micro-Vickers,log_ratio,68,Micro-Vickers|SN=710-655|scale=HV 0.05|F=0.4905N|mag=50X,50X,HV 0.05,0.05,0.4905,,710-655
4.548086147239052,0.0016198793397261824,94.375,94.52799999999999,Micro-Vickers,log_ratio,69,Micro-Vickers|SN=711-081|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,711-081
4.5351062708654855,0.0025741834483143933,93.1135,93.3535,Micro-Vickers,log_ratio,70,Micro-Vickers|SN=711-081|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,711-081
4.5456934779239715,0.0004085931980970514,94.2065,94.245,Micro-Vickers,log_ratio,71,Micro-Vickers|SN=711-081|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,711-081
3.988154436366588,-0.002122129782927029,54.0125,53.897999999999996,Micro-Vickers,log_ratio,72,Micro-Vickers|SN=706-437|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,706-437
3.985133557668002,0.001989125533853997,53.739000000000004,53.846000000000004,Micro-Vickers,log_ratio,73,Micro-Vickers|SN=706-437|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,706-437
3.9924863164525806,0.0026019815564106707,54.119,54.260000000000005,Micro-Vickers,log_ratio,74,Micro-Vickers|SN=706-437|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,706-437
3.76052369296542,0.003769988873262964,42.89,43.05200000000001,Micro-Vickers,log_ratio,75,Micro-Vickers|SN=711-246|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,711-246
3.7468354272438766,-0.0017576251819040323,42.424,42.3495,Micro-Vickers,log_ratio,76,Micro-Vickers|SN=711-246|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,711-246
3.7550781062547154,0.011383368608252287,42.495000000000005,42.9815,Micro-Vickers,log_ratio,77,Micro-Vickers|SN=711-246|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,711-246
3.557516495842326,-0.00788286751857692,35.2145,34.938,Micro-Vickers,log_ratio,78,Micro-Vickers|SN=710-106|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,710-106
3.5630460884120403,0.002580061254592092,35.225,35.316,Micro-Vickers,log_ratio,79,Micro-Vickers|SN=710-106|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,710-106
3.550555608723826,-0.004406779493732582,34.909499999999994,34.756,Micro-Vickers,log_ratio,80,Micro-Vickers|SN=710-106|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,710-106
3.4296854688214897,0.004179226609607234,30.8025,30.9315,Micro-Vickers,log_ratio,81,Micro-Vickers|SN=709-293|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,709-293
3.42734382938877,0.0017697826488314305,30.7675,30.822000000000003,Micro-Vickers,log_ratio,82,Micro-Vickers|SN=709-293|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,709-293
3.419518400994215,-0.0037473759069190926,30.612,30.497500000000002,Micro-Vickers,log_ratio,83,Micro-Vickers|SN=709-293|scale=HV 0.5|F=4.905N|mag=50X,50X,HV 0.5,0.5,4.905,,709-293
4.89823473705103,0.0020141294210205274,133.918,134.188,Micro-Vickers,log_ratio,84,Micro-Vickers|SN=711-081|scale=HV 1|F=9.81N|mag=20X,20X,HV 1,1,9.81,,711-081
4.8998637871673,0.0008117881008695704,134.21699999999998,134.326,Micro-Vickers,log_ratio,85,Micro-Vickers|SN=711-081|scale=HV 1|F=9.81N|mag=20X,20X,HV 1,1,9.81,,711-081
4.893773708688112,2.6225823071435173e-05,133.4545,133.458,Micro-Vickers,log_ratio,86,Micro-Vickers|SN=711-081|scale=HV 1|F=9.81N|mag=20X,20X,HV 1,1,9.81,,711-081
4.351862833811518,-0.0027440337741717613,77.7295,77.51650000000001,Micro-Vickers,log_ratio,87,Micro-Vickers|SN=706-437|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,706-437
4.323382908105936,-0.005958098977456139,75.6685,75.219,Micro-Vickers,log_ratio,88,Micro-Vickers|SN=706-437|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,706-437
4.336227544520408,-0.005522200923808285,76.63,76.208,Micro-Vickers,log_ratio,89,Micro-Vickers|SN=706-437|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,706-437
4.109434289755091,0.00033654971197893957,60.902,60.9225,Micro-Vickers,log_ratio,90,Micro-Vickers|SN=711-246|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,711-246
4.098563593112914,-0.010455745868394928,60.569500000000005,59.939499999999995,Micro-Vickers,log_ratio,91,Micro-Vickers|SN=711-246|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,711-246
4.094773189906233,-0.0018908557380248325,60.0825,59.969,Micro-Vickers,log_ratio,92,Micro-Vickers|SN=711-246|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,711-246
3.9217044813429247,-0.00718013255692318,50.668,50.3055,Micro-Vickers,log_ratio,93,Micro-Vickers|SN=710-106|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,710-106
3.9159514023798847,-0.005558115390435159,50.3365,50.0575,Micro-Vickers,log_ratio,94,Micro-Vickers|SN=710-106|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,710-106
3.9095945678047723,-0.006636083616413213,50.0445,49.713499999999996,Micro-Vickers,log_ratio,95,Micro-Vickers|SN=710-106|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,710-106
3.799842957676092,-0.01812292307145258,45.101,44.291,Micro-Vickers,log_ratio,96,Micro-Vickers|SN=709-293|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,709-293
3.79745927882943,-0.01891746769537317,45.0115,44.168000000000006,Micro-Vickers,log_ratio,97,Micro-Vickers|SN=709-293|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,709-293
3.8057397054296587,-0.011599522840330945,45.22,44.698499999999996,Micro-Vickers,log_ratio,98,Micro-Vickers|SN=709-293|scale=HV 1|F=9.81N|mag=50X,50X,HV 1,1,9.81,,709-293
5.247252852101022,0.0010629146433220882,189.9425,190.1445,Micro-Vickers,log_ratio,99,Micro-Vickers|SN=711-081|scale=HV 2|F=19.62N|mag=20X,20X,HV 2,2,19.62,,711-081
5.2354261814831595,0.0022602730202327947,187.59699999999998,188.0215,Micro-Vickers,log_ratio,100,Micro-Vickers|SN=711-081|scale=HV 2|F=19.62N|mag=20X,20X,HV 2,2,19.62,,711-081
5.2502197200254095,0.0021064153752741177,190.4075,190.809,Micro-Vickers,log_ratio,101,Micro-Vickers|SN=711-081|scale=HV 2|F=19.62N|mag=20X,20X,HV 2,2,19.62,,711-081
4.6876276441381215,0.0004374040370764831,108.5715,108.619,Micro-Vickers,log_ratio,102,Micro-Vickers|SN=706-437|scale=HV 2|F=19.62N|mag=20X,20X,HV 2,2,19.62,,706-437
4.681482830206946,-0.0005559158857151303,107.96000000000001,107.9,Micro-Vickers,log_ratio,103,Micro-Vickers|SN=706-437|scale=HV 2|F=19.62N|mag=20X,20X,HV 2,2,19.62,,706-437
4.679124306056685,0.0008497735609562795,107.63,107.72149999999999,Micro-Vickers,log_ratio,104,Micro-Vickers|SN=706-437|scale=HV 2|F=19.62N|mag=20X,20X,HV 2,2,19.62,,706-437
